Date,Close,Open,High,Low,Vol
7/9/2021,33797.4,32866.3,34079.2,32367,67140
7/10/2021,33510.6,33797.7,34221,33056.8,50940
7/11/2021,34227.7,33510.8,34580.6,33319.8,35720
7/12/2021,33113,34228.3,34598,32662.8,63240
7/13/2021,32728.1,33106.1,33307.7,32259.5,60040
7/14/2021,32820.7,32727.8,33051.9,31611.2,69560
7/15/2021,31840.5,32820.5,33157,31175.8,76950
7/16/2021,31394,31842.3,32239.8,31062.2,70480
7/17/2021,31518.6,31384.4,31914.8,31207.8,58060
7/18/2021,31785.4,31517.9,32408.2,31220.6,57010
7/19/2021,30837.2,31782.9,31887,30478.2,77480
7/20/2021,29793.8,30835.4,31040.8,29310.2,97460
7/21/2021,32131.4,29794.7,32794.6,29519.3,118340
7/22/2021,32298.9,32131.7,32585.4,31729.4,64870
7/23/2021,33603.3,32297.9,33605.6,32041.1,66150
7/24/2021,33824.8,33600.5,33955,33412.9,67140
7/25/2021,35391.1,34392.5,35391.1,33881.3,65100
7/26/2021,37276.6,35392.3,40522.9,35236.7,177630
7/27/2021,39452,37294.3,39455.9,36427.4,100240
7/28/2021,40003.2,39450.4,40862.2,38883.8,148920
7/29/2021,40001.4,40009,40630.7,39340.8,75300
7/30/2021,42203.4,40001.1,42264.4,38358.4,98450
7/31/2021,41553.7,42201.4,42285.3,41066.4,44650
8/1/2021,39878.3,41510,42565,39556.5,80330
8/2/2021,39168.4,39869.8,40449,38692.5,74810
8/3/2021,38130.3,39167.4,39766.6,37688.2,260
8/4/2021,39736.9,38188.4,39956.5,37556,79220
8/5/2021,40867.2,39734.4,41366.3,37365.4,130600
8/6/2021,42795.4,40868.4,43253.4,39905.4,111930
8/7/2021,44614.2,42784.7,44697.3,42611,112840
8/8/2021,43792.8,44584.9,45284.1,43314.4,105250
8/9/2021,46284.3,43794.9,46460.7,42824.1,117080
8/10/2021,45593.8,46281.8,46663.4,44681.2,80550
8/11/2021,45564.3,45593.2,46736.5,45367.9,75430
8/12/2021,44403.4,45562.3,46213.8,43814.7,81070
8/13/2021,47809.1,44404,47836,44242.4,75270
8/14/2021,47081.5,47809.6,48090.9,46117.2,64290
8/15/2021,46991.3,47082.6,47344.1,45564.1,58110
8/16/2021,45996.3,46991.6,48002.4,45672.1,2410
8/17/2021,44691.6,45907.5,47140.6,44441.3,84140
8/18/2021,44723.8,44691.1,46004.9,44230,22360
8/19/2021,46755.9,44725.9,47012.3,43986.7,77920
8/20/2021,49324,46756.7,49343.3,46646.8,83190
8/21/2021,48875.8,49330,49719.1,48293.5,18200
8/22/2021,49254.5,48870.4,49480.3,48151,49320
8/23/2021,49539.7,49255.4,50498.8,49038.6,75370
8/24/2021,47714.7,49532.5,49847.4,47623.6,74260
8/25/2021,48994.5,47707.4,49230.2,47163.3,63540
